#+TITLE: NATUURKUNDE VWO: VEELGESTELDE VRAGEN 2024-2025
#+STARTUP: hidestars
#+OPTIONS: ^:nil
# #+SETUPFILE: https://fniessen.github.io/org-html-themes/org/theme-readtheorg.setup
#+SETUPFILE: https://fniessen.github.io/org-html-themes/org/theme-bigblow.setup
# #+HTML_HEAD: <link rel="stylesheet" href="https://sandyuraz.com/styles/org.min.css">
#+OPTIONS: num:nil
#+options: num:nil


* Hd1
** Hd1.txt

| # | Vraag                                                                                   | Antwoord                                               |
| 12 | Hoe toon je aan dat een pvc-staaf geladen is met een elektroscoop? | De blaadjes van de elektroscoop zullen uit elkaar staan. |
| 13 | Wat gebeurt er met de kracht tussen twee ladingen als de afstand tussen hen kleiner wordt? | De kracht neemt toe. |
| 14 | Wat is de richting van een elektrische veldlijn? | Altijd van een positieve lading af en naar een negatieve lading toe. |
| 15 | Wat gebeurt er met de elektrische veldsterkte in een homogeen elektrisch veld? | De veldsterkte is overal gelijk en gelijk gericht. |
| 16 | Wat gebeurt er met de veldlijnen in een radiaal elektrisch veld? | Ze lopen van de lading af over de straal van een cirkel. |
| 17 | Hoe bereken je de kracht op een geladen deeltje in een elektrisch veld? | Door de elektrische veldsterkte te vermenigvuldigen met de lading van het deeltje. |
| 18 | Waarom vallen de veldlijnen in een elektrisch veld nooit samen? | Omdat er altijd maar één resulterende elektrische kracht is op een bepaald punt. |
| 19 |  Toon aan dat de elektrische veldsterkte in punt A gelijk is aan KNC.                                                                                                    | De veldsterkte \( E \) in een elektrisch veld is \( E = \frac{F}{q} \). Voor de Na-ionen in punt A en B geldt dat de kracht \( F \) op een ion afhangt van de afstand en de ladingen van de andere ladingen. Veranderende posities beïnvloeden \( E \). |
| 20 |  Is de kracht op het Na-ion in punt B groter, kleiner of gelijk aan die in punt A? Licht je antwoord toe.                                                                 | De kracht op het Na-ion in punt B is waarschijnlijk kleiner dan in punt A omdat de afstand tot de andere ladingen in punt B groter is, waardoor de kracht door het elektrische veld afneemt.                                             |
| 21 |  Is de versnelling van het Pb-ion in punt C groter, kleiner of gelijk aan die van het Na-ion in punt A? Licht je antwoord toe.                                             | De versnelling van het Pb-ion is kleiner dan die van het Na-ion in punt A, omdat de versnelling afhankelijk is van de massa van het ion. Pb-ionen hebben een grotere massa dan Na-ionen.                                                  |
| 22 |  Is de proeflading in punt A positief of negatief geladen? Licht je antwoord toe.                                                                                        | De proeflading in punt A is negatief geladen, omdat de kracht \( F \) die de geladen bol L uitoefent op de proeflading naar de bol toe is, wat wijst op een aantrekkingskracht tussen tegengestelde ladingen.                            |
| 23 |  Toon aan dat de kracht F op de proeflading in A twee keer zo groot is als F.                                                                                             | Omdat de ladingen op de bollen L en R gelijk zijn maar tegengesteld, en de kracht op de proeflading recht evenredig is met de ladingen, resulteert dit in een kracht die twee keer zo groot is.                                            |
| 24 |  Construeer de twee andere krachten die op een metalen bolletje in een elektrisch veld werken.                                                                           | De twee krachten zijn de elektrische kracht die door het elektrisch veld op het bolletje werkt, en de zwaartekracht die naar beneden gericht is.                                                                                           |
| 25 |  Bereken de elektrische kracht die op het bolletje werkt.                                                                                                                  | De elektrische kracht kan worden berekend met \( F = qE \), waarbij \( q \) de lading van het bolletje en \( E \) de veldsterkte is.                                                                                                       |
| 26 |  Hoe toon je aan dat het elektrisch veld tussen twee platen homogeen is?                                                                                                 | Door het geladen bolletje te observeren en te bevestigen dat de richting en grootte van de kracht consistent blijven over de afstand tussen de platen.                                                                                   |
| 27 |  Toon aan dat de verandering van kinetische energie gelijk is aan de verandering van elektrische energie.                                                                  | Volgens de wet van behoud van energie, wordt de verandering in kinetische energie van een elektron gelijkgesteld aan de verandering in elektrische energie \( \Delta E = qU \).                                                           |
| 28 |  Bereken de snelheid van een elektron dat de positieve pool van een röntgenbuis raakt.                                                                                     | De snelheid kan worden berekend met \( v = \sqrt{\frac{2qU}{m}} \), waarbij \( q \) de lading, \( U \) de spanning en \( m \) de massa van het elektron is.                                                                              |
| 29 |  Bereken de hoeveelheid koelwater die per seconde langs de anode stroomt.                                                                                                | Dit wordt berekend door de hoeveelheid warmte die wordt geproduceerd te delen door de specifieke warmtecapaciteit van water en de temperatuurverandering.                                                                                  |
| 30 |  Toon aan dat de kinetische energie van een proton in een versneller gelijk is aan MeV.                                                                                  | Gebruik de formule \( \Delta E = qU \) en zet de spanningen om in eenheid MeV om de kinetische energie te berekenen.                                                                                                                       |
| 31 |  Bereken de snelheid van een proton dat in een versneller is aangekomen.                                                                                                 | De snelheid wordt berekend met \( v = \sqrt{\frac{2KE}{m}} \), waarbij \( KE \) de kinetische energie is en \( m \) de massa van het proton.                                                                                              |
| 32 |  Leg uit waarom de snelheid van een elektron nooit de theoretische maximale snelheid bereikt.                                                                            | De snelheid bereikt nooit de theoretische waarde door relativistische effecten en de beperkingen van de energie die door het elektrisch veld kan worden geleverd.                                                                        |
| 33 |  Hoe neemt de massa van Deep Space af? | De massa van Deep Space neemt gelijkmatig af. |
| 34 |  Waarom is het noodzakelijk om elektronen in de stroom ionen te spuiten? | Dit is noodzakelijk om de ionenmotor te laten functioneren. |
| 35 |  Wat is protonentherapie en waarom wordt het onderzocht in water? | Protonentherapie is een methode om tumoren te bestralen; water wordt gebruikt omdat protonen zich in water hetzelfde gedragen als in biologisch weefsel. |
| 36 |  Hoe bereken je de totale spanning die nodig is om protonen een bepaalde energie te geven? | Deze kan worden berekend door de energie van de protonen te delen door hun lading. |
| 37 |  Waarom mag je bij hoge energie van protonen de klassieke formule voor energie niet gebruiken? | Omdat relativiteitseffecten significant worden bij hoge energieën. |
| 38 |  Wat geeft de stopping power van water aan? | De stopping power geeft aan hoeveel energie protonen per centimeter verliezen in water. |
| 39 |  Hoe bepaal je de indringdiepte waarbij de stopping power kleiner is dan een bepaalde waarde? | Dit kan worden afgelezen uit een grafiek van energie versus indringdiepte. |
| 40 |  Waarom moet de linkerkant van de plaat zich op een specifieke afstand van de plek bevinden waar de protonen het water binnenkomen? | Om ervoor te zorgen dat de straling voldoet aan de eisen: water ontvangt weinig energie, bolletje ontvangt veel energie, en de plaat ontvangt geen energie. |
| 41 |  Wat gebeurt er als de plaat met het bolletje meer naar links wordt verplaatst? | Protonen moeten een hogere beginenergie hebben om opnieuw aan dezelfde eisen te voldoen. |
| 42 |  Hoe bepaal je of een proton wordt versneld tijdens de oversteek van buizen in een versneller? | Door te controleren of de spanning over de buizen een proton versnelt bij elke oversteek. |
| 43 |  Wat is het tijdstip waarop een proton zich midden tussen twee buizen bevindt? | Dit kan worden afgelezen uit de grafiek van spanning als functie van tijd. |
| 44 |  Hoe bereken je de maximale lengte van de vijfde buis? | Door te berekenen hoeveel tijd het proton nodig heeft om door de buis te reizen met de gegeven frequentie van de wisselspanning. |
| 45 |  Hoe wordt het magnetisch veld in een elektromagneet opgewekt? | Door stroom door een spoel te laten lopen. |
| 46 |  Welke eigenschappen heeft het magnetisch veld van een permanente magneet? | Veldlijnen zijn gesloten krommen en lopen van noordpool naar zuidpool. |
| 47 |  Hoe bepaal je de richting van het magnetisch veld met een kompas? | Door de richting van de naald van het kompas te volgen, die altijd langs de veldlijnen wijst. |
| 48 |  Wat is het effect van de stroomrichting op het magnetisch veld rond een stroomdraad? | Het magnetisch veld rondom de draad verandert afhankelijk van de richting van de stroom. |
| 49 |  Hoe kun je het magnetische veld rond een spoel tekenen? | Gebruik de rechterhandregel waarbij de kromming van de vingers de richting van de veldlijnen aangeeft. |
| 50 |  Hoe kun je de kracht tussen twee spoelen vergroten? | Door de stroom door de spoelen te verhogen of door het aantal windingen te vergroten. |
| 51 |  Wat betekent het als de noordpool van een kompasnaald altijd naar het geografische noorden wijst? | Het magnetische veld van de aarde heeft zijn magnetische zuidpool nabij de geografische noordpool. |
